classname,content
alt.atheism,"path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! zaphod mps ohio state edu ! darwin sura net ! sgiblab ! sgigate ! sgi ! fido ! solntze wpd sgi com ! livesey from livesey solntze wpd sgi com \( jon livesey \) newsgroups alt atheism subject re islamic genocide date 15 apr 1993 22 52 37 gmt organization sgi lines 48 distribution world message id 1qkovl k fido asd sgi com references 1qi9sb one fido asd sgi com 1qigc0 g56 horus ap mchp sni de 1qinmd sp fido asd sgi com 1qjipo pen horus ap mchp sni de nntp posting host solntze wpd sgi com in article 1qjipo pen horus ap mchp sni de , frank d012s658 uucp \( frank o'dwyer \) writes in article 1qinmd sp fido asd sgi com livesey solntze wpd sgi com \( jon livesey \) writes at any rate , even if your interpretation is correct this does not imply that the killings are religously motivated , which was the original poster 's seeming claim tricky , tricky i'm replying to your blanket claim that they are not religiously motivated they are n't irish catholics in the south do not kill irish protestants in the south , yet have precisely the same history behind them those who think the killings are religously motivated ignore the rather obvious matter of british occupation , partition and misguided patriotism on both sides false dichotomy you claimed the killing were not religiously motivated , and i'm saying that 's wrong i'm not saying that each and every killing is religiously motivate , as i spelled out in detail the problems fault along the religious divide because at the historical roots of this thing we have a catholic country partitioned and populated by a protestant one the grotesque killing of soldiers and civilians is supposedly motivated by patriotism , civil rights issues , and revenge it 's only difficult to understand insofaras insanity is hard to understand religion need not be invoked to explain it does anyone else see the contradiction in this paragraph \? but to claim that the killings in n i are not religously motivated is grotesque all that means is that the church and believers are doing what they always do with history they ca n't face they rewrite it you 're attacking a different claim my claim is that when an ira terrorist plants a bomb in warrington s he does not have as a motive the greater glory of god sorry , frank , but what i put in quotes is your own words from your posting 1qi83b ec4 horus ap mchp sni de do n't tell us now that it 's a different claim if you can no longer stand behind your original claim , just say so jon"
alt.atheism,"newsgroups alt atheism path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! agate ! apple ! mumbo apple com ! gallant apple com ! sandvik kent apple com ! user from sandvik newton apple com \( kent sandvik \) subject re some thoughts sender news gallant apple com message id sandvik 150493145812 sandvik kent apple com date thu , 15 apr 1993 22 00 41 gmt references bissda 4 734849678 saturn wwc edu organization cookamunga tourist bureau followup to alt atheism lines 24 in article bissda 4 734849678 saturn wwc edu , bissda saturn wwc edu \( dan lawrence bissell \) wrote first i want to start right out and say that i'm a christian it makes sense to be one have any of you read tony campollo 's book liar , lunatic , or the real thing \? \( i might be a little off on the title , but he writes the book anyway he was part of an effort to destroy christianity , in the process he became a christian himself seems he did n't understand anything about realities , liar , lunatic or the real thing is a very narrow view of the possibilities of jesus message sigh , it seems religion makes your mind brain filter out anything that does not fit into your personal scheme so anyone that thinks the possibilities with jesus is bound to the classical lewis notion of 'liar , lunatic or saint' is indeed bound to become a christian cheers , kent sandvik newton apple com alink ksand private activities on the net"
alt.atheism,"path cantaloupe srv cs cmu edu ! das news harvard edu ! husc news harvard edu ! hsdndev ! howland reston ans net ! usenet ins cwru edu ! po cwru edu ! kmr4 newsgroups alt atheism subject re yet more rushdie re islamic law message id kmr4 1452 734115997 po cwru edu from kmr4 po cwru edu \( keith m ryan \) date 6 apr 93 17 06 37 gmt references 2942956021 3 p00261 psilink com 1993apr6 151843 15240 monu6 cc monash edu au organization case western reserve university nntp posting host b64635 student cwru edu lines 27 in article 1993apr6 151843 15240 monu6 cc monash edu au darice yoyo cc monash edu au \( fred rice \) writes i should clarify what muslims usually mean when they say muslim in general , anyone who calls themselves a muslim and does not do or outwardly profess something in clear contradiction with the essential teachings of islam is considered to be a muslim thus , one who might do things contrary to islam \( through ignorance , for example \) does not suddenly not become a muslim if one knowingly transgresses islamic teachings and essential principles , though , then one does leave islam you and mr bobby really need to sit down and decide what exactly islam is before posting here according to 'zlumber , one is not a muslim when one is doing evil a muslin can do no evil according to him , one who does evil is suffering from temporary athiesm now , would the members who claim to be muslims get their stories straight \? \? \? \? satan and the angels do not have freewill they do what god tells them to do s n mozumder \( snm6394 ultb isc rit edu \)"
alt.atheism,"path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! emory ! swrinde ! zaphod mps ohio state edu ! wupost ! uunet ! olivea ! sgigate ! sgi ! fido ! solntze wpd sgi com ! livesey from livesey solntze wpd sgi com \( jon livesey \) newsgroups alt atheism subject re omnipotence \( was re speculations \) message id 1pqjp2 fat fido asd sgi com date 6 apr 93 00 44 18 gmt references 2942949719 2 p00261 psilink com 1993apr5 171143 828 batman bmd trw com organization sgi lines 35 nntp posting host solntze wpd sgi com in article 1993apr5 171143 828 batman bmd trw com , jbrown batman bmd trw com writes in article 2942949719 2 p00261 psilink com , robert knowles p00261 psilink com writes date fri , 2 apr 1993 23 02 22 0500 from nanci ann miller nm0w andrew cmu edu 3 can god uncreate itself \? no for if he did , he would violate his own nature which he cannot do it is god 's nature to exist he is , after all , the i am which is a statement of his inherent existence he is existence itself existence cannot not exist then , as mentioned above , he must not be very omnipotent what do you mean by omnipotent here \? do you mean by omnipotent that god should be able to do anything everything \? this creates a self contradictory definition of omnipotence which is effectively useless to be descriptive , omnipotence must mean being all powerful and not being able to do anything everything let me illustrate by analogy suppose the united states were the only nuclear power on earth suppose further that the us military could not effectively be countered by any nation or group of nations the us has the power to go into any country at any time for any reason to straighten things out as the leaders of the us see fit the us would be militarily omnipotent did you check with the afghans before posting this \? they might disagree jon"
comp.graphics,"xref cantaloupe srv cs cmu edu comp graphics 38622 comp lang postscript 18154 comp periphs printers 7328 comp sys sgi graphics 870 newsgroups comp graphics , comp lang postscript , comp periphs printers , comp sys sgi graphics path cantaloupe srv cs cmu edu ! magnesium club cc cmu edu ! news sei cmu edu ! cis ohio state edu ! zaphod mps ohio state edu ! howland reston ans net ! bogus sura net ! darwin sura net ! fconvx ncifcrf gov ! fcs280s ! scott from scott fcs280s ncifcrf gov \( michael scott \) subject canon copier printer postscript questions message id c5w0ij bg1 ncifcrf gov sender usenet ncifcrf gov \( c news \) nntp posting host fcs280s ncifcrf gov organization frederick cancer research and development center date thu , 22 apr 1993 13 37 31 gmt lines 53 printer model and specification canon clc 500 \( color laser copier \) ps ipu unit \( postscript intelligent processing unit \) hello , we have recently purchased a very expensive and nice color copier printer we want to be able to print to it from our sgi iris network the copier printer has both a parallel and scsi interface i have configured the printer with the lp system using the parallel interface and can print postscript files to the printer i can also print rgb files , but these are in turn converted to postscript by an internal filter the canon clc 500 is a publication quality printer but the quality of our postscript printouts are less than acceptable we create the postscript files with a variaty of programs , such as showcase , xv , and tops when we convert to postscript with tops and use the l option to specify the halftone screen density of 98 rather than the default 40 the output is better , but still much less that acceptable note , that we are starting with a screen image in rgb image format and translating the image into postscript we suspect that if we could use the scsi interface we would get higher quality pictures we have not purchased the software that drives the printer from the scsi port to my knowledge this software is 5000 and does not come with a warranty the management here does not want to spend this much money without some assurance that the product will work here my questions if anybody on the net uses this printer are you using the scsi or parallel port \? what is the quality of the printouts \? is there a way to create high quality postscript printouts \? what is the limiting component , the postscript language or the postscript interpretor on the printer \? the big question where can i get some software to drive the scsi port for this printer \? please email directly to me , i do n't not read news on a regular basis i will post a summary thanks in advance e mail scott ncifcrf gov , phone \( 301 \) 846 5798 title sr systems manager analyst"
comp.graphics,"path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! gatech ! usenet ufl edu ! usenet cis ufl edu ! caen ! zaphod mps ohio state edu ! darwin sura net ! haven umd edu ! uunet ! mcsun ! germany eu net ! konech ! pest from pest konech uucp \( wolfgang pest \) newsgroups comp graphics subject speedstar 24 how to program the truecolor mode \? message id 1955 konech uucp date 16 apr 93 15 47 50 gmt distribution world organization kontron elektronik gmbh eching , germany lines 17 hello , i purchased my new 486 with a noname graphics card installed which is obviously speedstar 24 compatible its name is vga 4000 truecolor it is accompanied with some drivers and the utilities vmode , xmode and at least one more mode , as well as some drivers for lotus , windows , etc only one of the drivers is told to provide the truecolor mode , namely the windows 3 1 driver nowhere else , except in the ad , is any pointer to the truecolor mode some articles in this group about the speedstar 24 and some other facts made me believe that my card is compatible to that one does anybody out there know how this mode can be adjusted \? how can i write a driver which allows me to have 16 7 millions of colors with a resolution of 640 x 480 with 45 hz interlaced \? greetings , wolfgang"
comp.graphics,"xref cantaloupe srv cs cmu edu comp graphics 38559 sci image processing 2696 newsgroups comp graphics , sci image processing path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! darwin sura net ! haven umd edu ! uunet ! pipex ! uknet ! brunel ! se92psh from se92psh brunel ac uk \( peter hauke \) subject re tiff philosophical significance of 42 message id c5trkf az brunel ac uk organization brunel university , uxbridge , uk x newsreader tin version 1 1 pl8 references 1r0ms5 k65 ratatosk uninett no date wed , 21 apr 1993 08 29 03 gmt lines 20 joachim lous \( joachim kih no \) wrote ulrich galki toppoint de wrote does anyone have any other suggestions where the 42 came from \? yep , here 's a theory that i once heard bandied around rather than thinking of the number think of the sound for tea two a sort of anagram on tea for two , two for tea , for tea two \) peter peter hauke brunel university se92psh brunel ac uk"
alt.atheism,"xref cantaloupe srv cs cmu edu alt atheism 53200 talk religion misc 83612 talk origins 40906 path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! howland reston ans net ! spool mu edu ! uunet ! decwrl ! morrow stanford edu ! pangea stanford edu ! salem from salem pangea stanford edu \( bruce salem \) newsgroups alt atheism , talk religion misc , talk origins subject re after 2000 years , can we say that christian morality is date 16 apr 1993 03 56 36 gmt organization stanford univ earth sciences lines 7 message id 1qlapk d7v morrow stanford edu references 4fm9iyo00iv303voyt andrew cmu edu c5fuo2 ff8 news cso uiuc edu c5jrde m4z news cso uiuc edu nntp posting host pangea stanford edu in article c5jrde m4z news cso uiuc edu cobb alexia lis uiuc edu \( mike cobb \) writes theory of creationism my theistic view of the theory of creationism , \( there are many others \) is stated in genesis 1 in the beginning god created the heavens and the earth wonderful , now try alittle imaginative thinking !"
alt.atheism,"path cantaloupe srv cs cmu edu ! magnesium club cc cmu edu ! news sei cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! darwin sura net ! haven umd edu ! uunet ! news tek com ! vice ! bobbe from bobbe vice ico tek com \( robert beauchaine \) newsgroups alt atheism subject re who has read rushdie 's the satanic verses \? message id 11867 vice ico tek com date 20 apr 93 23 38 13 gmt references 1qn6csinn99v bozo dsinc com 1r1cl7innknk bozo dsinc com edm 93apr20145436 gocart twisto compaq com organization tektronix inc , beaverton , or lines 21 in article edm 93apr20145436 gocart twisto compaq com edm twisto compaq com \( ed mccreary \) writes while we 're on the topic of books , has anyone else noticed that paine 's the age of reason is hard to find i 've been wanting to pick up a copy for a while , but not bad enough to mail order it i 've noticed though that none of the bookstores i go to seem to carry it i thought this was supposed to be classic what 's the deal \? me too our local used book store is the second largest on the west coast , and i could n't find a copy there i guess atheists hold their bibles in as much esteem as the theists bob beauchaine bobbe vice ico tek com they said that queens could stay , they blew the bronx away , and sank manhattan out at sea"
comp.graphics,"xref cantaloupe srv cs cmu edu comp human factors 4402 comp graphics 37915 comp sys hp 29683 newsgroups comp human factors , comp graphics , comp sys hp path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! gatech ! asuvax ! cs utexas edu ! sdd hp com ! caen ! uvaarpa ! murdoch ! onyx cs virginia edu ! kph2q from kph2q onyx cs virginia edu \( kenneth hinckley \) subject voice input vendor information needed message id c4yxlj mzb murdoch acc virginia edu sender usenet murdoch acc virginia edu reply to kph2q onyx cs virginia edu \( kenneth hinckley \) organization university of virginia date sun , 4 apr 1993 16 53 43 gmt lines 27 hello , i am looking to add voice input capability to a user interface i am developing on an hp730 \( unix \) workstation i would greatly appreciate information anyone would care to offer about voice input systems that are easily accessible from the unix environment the names or adresses of applicable vendors , as well as any experiences you have had with specific systems , would be very helpful please respond via email i will post a summary if there is sufficient interest thanks , ken p s i have found several impressive systems for ibm pc 's , but i would like to avoid the hassle of purchasing and maintaining a separate pc if at all possible ken hinckley \( kph2q virginia edu \) university of virginia neurosurgical visualization laboratory"
comp.graphics,"path cantaloupe srv cs cmu edu ! magnesium club cc cmu edu ! news sei cmu edu ! cis ohio state edu ! zaphod mps ohio state edu ! usc ! enterpoop mit edu ! senator bedfellow mit edu ! athena mit edu ! rol from rol athena mit edu \( roland carel \) newsgroups comp graphics subject surface contour plot date 30 apr 1993 19 56 15 gmt organization massachusetts institute of technology lines 6 distribution world message id 1rs08vinn1ep senator bedfellow mit edu nntp posting host mercury mit edu keywords plotting program , contour , mesh i am trying to find a program which can run under the environment ultrix x11r4 to plot surfaces and contour plots from a set of x , y , z i would really appreciate any hint on the name of such a plotting program and where to find it thanks for your help"
comp.graphics,"newsgroups comp graphics path cantaloupe srv cs cmu edu ! rochester ! cornell ! batcomputer ! lynx msc cornell edu ! sarah msc cornell edu ! newmme from newmme helios tn cornell edu \( mark e j newman \) subject help advice on what video system to buy message id 1993apr21 212051 2707 msc cornell edu followup to newmme helios tn cornell edu keywords video , rs6000 sender newmme sarah msc cornell edu \( mark e j newman \) organization cornell university date wed , 21 apr 1993 21 20 51 gmt lines 22 if this question is covered elsewhere , i apologize , but i need information fast my department has been given a large sum of money to install a video system on our network of ibm rs6000 workstations this is not an area in which i have any expertise , so i wonder if anyone out there can offer advice we would like a system , based either on vhs or 8mm video which will allow one write video , frame by frame on tape for play back in real time it 's for visualization of physics problems can anyone tell me what hardware is available which would work for our system \? some support software is obviously needed too , but nothing particularly sophisticated , since the software we actually use for the visualization is all already written please email with replies , as i do n't read this group many thanks for your help dr m e j newman department of physics , cornell university newmme helios tn cornell edu"
comp.graphics,"newsgroups comp graphics path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! gatech ! news feed 1 peachnet edu ! emory ! cs utk edu ! ornl ! sacam oren ortn edu ! ednobles from ednobles sacam oren ortn edu \( edward d nobles \) subject pov tga 's and speedstar 24 message id 1993apr18 202358 27950 ornl gov sender usenet ornl gov \( news poster \) organization oak ridge national laboratory x newsreader tin version 1 1 pl9 date sun , 18 apr 1993 20 23 58 gmt lines 17 i finally got a 24 bit viewer for my povray generated tga files it was written in c by sean malloy and he kindly sent me a copy he wrote it for the same purpose , to view tga files using his speedstar 24 it only works with the speedstar 24 and i cannot send copies since it is not my program i believe the author may release a version at a future time when the program is more developed he may or may not comment on this , as he pleases thanks to all who were helpful regards , jim nobles"
comp.graphics,"newsgroups comp graphics path cantaloupe srv cs cmu edu ! magnesium club cc cmu edu ! news sei cmu edu ! cis ohio state edu ! magnus acs ohio state edu ! news from news magnus acs ohio state edu subject package for fashion designer \? message id 1993apr24 031845 3382 magnus acs ohio state edu nntp posting host bottom magnus acs ohio state edu organization the ohio state university date sat , 24 apr 1993 03 18 45 gmt lines 1 this article was probably generated by a buggy news reader"
alt.atheism,"xref cantaloupe srv cs cmu edu talk abortion 120537 alt atheism 53089 talk religion misc 83555 path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! usenet ins cwru edu ! po cwru edu ! kmr4 from kmr4 po cwru edu \( keith m ryan \) newsgroups talk abortion , alt atheism , talk religion misc subject re after 2000 years , can we say that christian morality is date thu , 15 apr 1993 22 00 07 gmt organization case western reserve university lines 32 message id kmr4 1587 734911207 po cwru edu references 1993apr15 071814 27960 wam umd edu 1qj9gq mg7 horus ap mchp sni de rayc5jak7 d7e netcom com 1qkhju 43c horus ap mchp sni de nntp posting host b64635 student cwru edu in article 1qkhju 43c horus ap mchp sni de frank d012s658 uucp \( frank o'dwyer \) writes truth is better than falsehood , so , if you were housing a jew in your home in holand , 1942 and the ss troopers asks if you are housing a jew , is it objectively better to tell the truth , i am holding a jew , than a falsehood , no i am not holding a jew \? in this case , let us assume that if you lie , the ss trooper leaves , never to bother you either way , nothing is ever done to you no prison , trouble , etc of course , if you tell the truth , then the jew will be executed is it better to tell the truth , or lie \? in this case , i would consider not saying anything to be a lie or , at the very least , it implies that falsehood is on the same level of telling the truth or , we can stipulate that the ss have methods to make you say something only they can not control whether or not you say yes or no only that you will say one or the other only when the sun starts to orbit the earth will i accept the bible"
comp.graphics,"xref cantaloupe srv cs cmu edu alt internet services 5300 comp ai 16844 comp graphics 39037 newsgroups alt internet services , alt unix wizards , comp ai , comp graphics path cantaloupe srv cs cmu edu ! rochester ! udel ! wupost ! usc ! elroy jpl nasa gov ! decwrl ! csus edu ! netcom com ! grady from grady netcom com \( 1016 2ef221 \) subject re where did the hacker ethic go \? message id gradyc6d7ep awe netcom com organization capriccioso x newsreader tin version 1 1 pl6 references 1993may1 092058 1 aurora alaska edu date sat , 1 may 1993 20 25 37 gmt lines 10 where did the hacker ethic go \? we hackers of the 70 's and 80' are now comfortably employed and supporting families the next generation takes the radical lead now do n't look for radicalism among us old ones we 're gone grady netcom com 2ef221 15 e2 ad d3 d1 c6 f3 fc 58 ac f7 3d 4f 01 1e 2f"
comp.graphics,"path cantaloupe srv cs cmu edu ! magnesium club cc cmu edu ! pitt edu ! gatech ! howland reston ans net ! zaphod mps ohio state edu ! uwm edu ! caen ! sol ctr columbia edu ! destroyer ! gumby ! wmichgw ! 92brown from 92brown gw wmich edu newsgroups comp graphics subject pc paint program \( neopaint v1 1 \? \) help message id 1993apr29 121234 9633 gw wmich edu date 29 apr 93 17 12 34 gmt organization western michigan university lines 14 i am looking for a shareware graphics package called neopaint v1 1 i saw it in a shareware catalog and was hoping that i could ftp it from the net but have been unable to locate it i have tried archie and i have gone through the entire comp graphics newsgroup looking for some reference to it and have found none i have also looked through the faq and also no reference the program is called neopaint v1 1 and if anyone has heard of it or knows where i can get it i would appreciate it suggestions for other pc based shareware paint programs would also be appreciated email me your responses much thanks , sean"
alt.atheism,"newsgroups alt atheism path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! ira uka de ! news dfn de ! tubsibr ! dbstu1 rz tu bs de ! i3150101 from i3150101 dbstu1 rz tu bs de \( benedikt rosenau \) subject re after 2000 years , can we say that christian morality is message id 16bb710604 i3150101 dbstu1 rz tu bs de sender postnntp ibr cs tu bs de \( mr nntp inews entry \) organization technical university braunschweig , germany references 1993apr20 070156 26910 abo fi 1r0fpv p11 horus ap mchp sni de 16bb7b468 i3150101 dbstu1 rz tu bs de 1r3inr lvi horus ap mchp sni de date wed , 21 apr 1993 17 37 56 gmt lines 88 in article 1r3inr lvi horus ap mchp sni de frank d012s658 uucp \( frank o'dwyer \) writes \( deletion \) and if a real large lot \( nice phrase \) of people agree that there is a football on a desk , i'm supposed to see a logical difference between the two \? perhaps you can explain the difference to me , since you seem to see it so clearly \( rest deleted \) that 's a fallacy , and it is not the first time it is pointed out it 's not a fallacy note the if if a supermajority of disinterested people agree on a fundamantal value \( we 're not doing ethics yet benedikt \) , then what is the difference between that and those people agreeing on a trivial observation \? the reference to it 's not yet being ethics is dubious you have used the terms absolute , objective and others interchangeably same with moral values , values , at all , worth , measuers , and usefulness you infer from them as if they were the same to the if when the if is not fulfilled , your intermission is a waste of time assuming that you do n't intend this , it is reasonable to conclude that you want to argue a point you have made a interesting statement here , namely that of the disinterested observer there is no such thing in morals probably the shortest proof for objective and morality being a contradiction for one , you have never given a set of morals people agree upon unlike a football further , you conveniently ignore here that there are many who would not agree on tghe morality of something the analogy does not hold i have , however , given an example of a value people agree on , and explained why people will agree that their freedom is valuable i have also stated that such a value is a necessary condition for doing objective ethics the if assertion above and that is what i'm talking about , there is n't a point in talking about ethics if this ca n't be agreed fine and that freedom is valuable is not generally agreed upon i could name quite a lot of people who state the opposite \( not that that was n't mentioned before \) in other words , you have nothing to fulfill your strong claims with one can expect sufficiently many people to agree on its being a football , while you have to give the evidence that only vanishing number disagrees with a set of morals you have to give i'm not doing morals \( ethics \) if we ca n't get past values as i say , the only cogent objection to my 'freedom' example is that maybe people are n't talking about the same thing when they answer that it is valuable maybe not , and i want to think about this some , especially the implications of its being true clutching a straw i do n't believe in mappings into metaphysical sets were loaded terms are fixpoints those who deny the morality of freedom make quite clear what they say , their practice is telling yes , there are even those who are willingly unfree it is quite common in religions , by the way for one , there is a religion which is named submission do n't even try to argue that submission is freedom further , the above is evidence , not proof proof would evolve out of testing your theory of absolute morals against competing theories garbage that 's not proof either if it were so , it would argue my case but i am afraid that that is considered proof the above is one of the arguments you reiterate while you never answer the objections evidence that you are a preacher name that fallacy there is something universally valued in a moral context benedikt"
comp.graphics,path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! gatech ! enterpoop mit edu ! eru mt luth se ! lunic ! sunic ! seunet ! his ! lina ! sp1marse from sp1marse lina \( marco seirio \) newsgroups comp graphics subject surface intersections message id 4251 his uucp date 19 apr 93 10 00 22 gmt sender news his uucp lines 7 x newsreader tin 1 1 pl3 i have a problem with intersections between two surfaces does anybody have a easy to understand algorithm for that or maybe even c source \? \? marco seirio in real life sp1marse caligula his s
comp.graphics,"newsgroups comp graphics path cantaloupe srv cs cmu edu ! rochester ! udel ! gatech ! usenet ufl edu ! eng ufl edu ! ukma ! ani from ani ms uky edu \( aniruddha b deglurkar \) subject help splitting a trimming region along a mesh message id c5r8yc 2iy ms uky edu organization university of kentucky , dept of math sciences date mon , 19 apr 1993 23 51 47 gmt lines 28 hi , i have a problem , i hope some of the 'gurus' can help me solve background of the problem i have a rectangular mesh in the uv domain , i e the mesh is a mapping of a 3d bezier patch into 2d the area in this domain which is inside a trimming loop had to be rendered the trimming loop is a set of 2d bezier curve segments for the sake of notation the mesh is made up of cells my problem is this the trimming area has to be split up into individual smaller cells bounded by the trimming curve segments if a cell is wholly inside the area then it is output as a whole , else it is trivially rejected does any body know how thiss can be done , or is there any algo somewhere for doing this any help would be appreciated thanks , ani to get irritated is human , to stay cool , divine"
alt.atheism,"path cantaloupe srv cs cmu edu ! das news harvard edu ! husc news harvard edu ! hsdndev ! yale ! yale edu ! nigel msen com ! sdd hp com ! cs utexas edu ! zaphod mps ohio state edu ! wupost ! uunet ! olivea ! sgigate ! odin ! fido ! solntze wpd sgi com ! livesey newsgroups alt atheism subject re political atheists \? message id 1pqin2 fat fido asd sgi com from livesey solntze wpd sgi com \( jon livesey \) date 6 apr 93 00 26 10 gmt references 1p3bn9inn98r gap caltech edu 1p5p1j ijd fido asd sgi com 1p6rgcinnhfb gap caltech edu 1p88fi 4vv fido asd sgi com 1993mar30 051246 29911 blaze cs jhu edu 1p8nd7 e9f fido asd sgi com 1pa0stinnpqa gap caltech edu 1pan4f b6j fido asd sgi com organization sgi nntp posting host solntze wpd sgi com lines 20 in article 1pieg7inns09 gap caltech edu , keith cco caltech edu \( keith allan schneider \) writes livesey solntze wpd sgi com \( jon livesey \) writes now along comes mr keith schneider and says here is an objective moral system and then i start to ask him about the definitions that this objective system depends on , and , predictably , the whole thing falls apart it only falls apart if you attempt to apply it this does n't mean that an objective system ca n't exist it just means that one cannot be implemented it 's not the fact that it ca n't exist that bothers me it 's the fact that you do n't seem to be able to define it if i wanted to hear about indefinable things that might in principle exist as long as you do n't think about them too carefully , i could ask a religious person , now could n't i \? jon"
comp.graphics,"newsgroups comp graphics from alex falcon demon co uk \( alex kiernan \) path cantaloupe srv cs cmu edu ! magnesium club cc cmu edu ! news sei cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! darwin sura net ! haven umd edu ! uunet ! pipex ! demon ! falcon demon co uk ! alex subject re scf files , help needed distribution world references 1993apr22 123832 23894 daimi aau dk organization dis \( organised \) reply to alex falcon demon co uk x newsreader simple news 1 90 \( ka9q dis 1 21 \) lines 14 date thu , 22 apr 1993 18 51 20 0000 message id 735504680snz falcon demon co uk sender usenet demon co uk in article 1993apr22 123832 23894 daimi aau dk rued daimi aau dk writes rix 's files with the extension sci and scf are just a raw file with a 256 color palette stuff deleted regards thomas do you happen to know what a sco rix file is \? alex kiernan akiernan falcon demon co uk"
comp.graphics,"newsgroups comp graphics path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! zaphod mps ohio state edu ! darwin sura net ! uvaarpa ! maxwell ! apd2c from apd2c virginia edu \( andrew paul dickens \) subject re computer graphics to vcr \? message id 1993apr19 205428 15849 virginia edu organization university of virginia references 1993apr6 050845 65067 ns1 cc lehigh edu date mon , 19 apr 1993 20 54 28 gmt lines 16 getting an image from a computer monitor to a videotape is harder than it looks the standard vga and ega outputs are very different than the ntsc format used by televisions while there is equipment that will do the conversion , it is hard to get your hands on and costs quite a bit if you have access to an amiga computer , that has an ntsc output , you can transfer certain types of graphic files by modem and tape them from the ntsc output unfortunately , this would be frame by frame and would lead to unbelievably scratchy animation unless you had a good amiga animation program otherwise , see if your local public access cable station has equipment that you can use"
comp.graphics,"newsgroups comp graphics path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! torn ! nott ! bnrgate ! bnr co uk ! pipex ! sunic ! ericom ! magrathea ericsson se ! etllnfr from etllnfr magrathea ericsson se \( lyndon fletcher \) subject polaroid palette system \? \? \? \? \? \? \? \? \? \? \? \? \? \? \? \? \? \? \? \? \? message id 1993apr28 114525 10897 ericsson se sender news ericsson se nntp posting host magrathea ericsson se organization ericsson cellular division references 935028115033 ibm3090 bham ac uk date wed , 28 apr 1993 11 45 25 gmt lines 15 does anyone have any information on the polaroid palette system it appears to be a gadget for transfering graphics images to film does anyone have any detail about it like the maximum supported resolution or types of video input \? \? \? \? what did polaroid market them as \? \? \? \? \? fletch all irregularities will be handled by the forces controlling each dimension trans uranic heavy elements may not be used where there is life medium atomic weights are available gold , lead , copper , jet , diamond , radium , sapphire , silver , and steel sapphire and steel have been assigned"
comp.graphics,"newsgroups comp graphics path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! howland reston ans net ! zaphod mps ohio state edu ! uwm edu ! caen ! umeecs ! nova ! khan0095 from khan0095 nova gmi edu \( mohammad razi khan \) subject manipulating a hexagonal grid message id khan0095 735000707 nova sender news zip eecs umich edu \( mr news \) organization gmi engineering management institute , flint , mi date fri , 16 apr 1993 22 51 47 gmt lines 28 ok , lets say youve got a grid of hexagons that go in a 10 9 10 9 etc for a total of 15 rows down that means there are 10 hexagons in the 1st line , 9 lined up underneath in the second line 10 lined up underneath in the third line 9 lined up under neath in the fourht the problem is given the center of any arbritrary hexagon , and a line with and arbritrary slope , which hexagons does that line cross through \( the line does n't necessarily have to cross through the center of other hexagon , it can even be a tangent and count \) any helpers , my friend was baffeled when trying to figure this w mohammad r khan khan0095 nova gmi edu after july '93 , please send mail to mkhan nyx cs du edu"
